2.5,5,7.5,10,12.5,15,17.5,20,22.5,25
750.8440607683,2418.0566145409,3594.9929310157,5047.067110139,5178.4016358653,5640.60310386,6626.2102350309,6694.2375103705,7029.4548338845,6894.7774105148
750.8440607683,2418.0566145409,3925.9696938531,5013.6153846009,5460.1469928249,6282.328675057,6817.6742622089,7404.365729233,7449.4902828653,7627.2021046277
750.8440607683,2418.0566145409,3805.4447745055,5209.5014150383,6129.3781261623,6812.4392168394,7259.8833972328,7694.3300725178,7796.4225817941,8613.6776127609
750.8440607683,2418.0566145409,3794.8810372544,5168.5269735061,6258.7353367161,6690.4659075984,7416.2267552646,7961.4594530172,8962.0285335089,10477.8919188858
750.8440607683,2418.0566145409,3837.3904302327,5280.8104390222,6410.1243969535,6986.364687293,8402.4598704605,10927.2809920603,13102.5354643675,15147.146199181
750.8440607683,2418.0566145409,3837.9435284827,5536.9773358092,8185.1059202252,11242.5648226045,13273.9824553111,14603.1440252872,16055.9184739469,17851.0421285194
